38,184,50,150,104,167,182,70,168,135,70,34,21,182,47,106,15,67,159,149,109,194,72,56,
94,153,24,18,189,169,41,92,170,12,88,191,155,138,105,102,64,122,118,119,35,112,193,44,
7,123,121,2,222,194,92,157,145,201,71,200,143,36,32,177,60,65,139,214,139,22,198,27,
172,11,109,184,34,71,96,186,221,94,128,164,121,122,209,46,154,24,1,31,84,92,32,133,
108,61,36,42,34,112,68,139,137,183,183,87,163,57,197,89,121,104,151,63,106,89,50,24,
142,128,42,50,56,5,151,76,155,28,194,28,154,143,36,91,19,47,217,21,157,77,105,124,
54,187,102,204,12,80,129,8,139,183,212,56,74,183,119,123,108,147,117,84,182,182,59,207,
97,204,74,223,60,96,219,164,25,213,101,53,55,201,14,199,184,221,92,61,103,145,168,13,
147,8,90,203,171,202,101,152,120,122,53,132,126,161,49,84,174,57,24,152,213,28,103,131,
125,175,74,2,207,25,87,85,132,90,85,202,167,2,91,129,45,157,79,211,118,156,63,151,
192,133,57,129,177,75,5,41,130,187,65,213,16,216,44,156,143,21,11,77,101,177,129,218,
182,62,211,26,93,39,65,2,5,204,11,70,124,189,28,92,8,83,182,78,12,146,109,195,
60,13,141,51,19,228,207,214,80,40,64,159,90,49,30,114,162,74,22,226,128,71,209,72,
2,111,174,205,82,53,217,39,199,169,164,10,57,39,62,109,141,6,83,177,91,195,107,124,
208,95,133,3,118,19,58,137,166,224,162,105,114,198,189,180,102,18,65,223,115,35,207,43,
103,174,133,166,160,147,101,199,179,1,21,26,31,31,97,46,180,62,31,77,94,154,197,195,
86,19,218,7,143,219,210,213,209,49,87,36,125,17,216,142,58,112,67,183,81,37,14,135,
161,127,186,171,164,37,158,195,73,41,198,28,99,60,164,102,142,217,79,94,54,108,68,49,
54,46,110,155,59,174,13,173,225,92,3,81,123,33,41,3,60,125,30,159,53,31,188,8,
182,9,163,94,65,144,84,25,44,144,212,94,160,73,30,97,125,28,131,133,27,131,74,27,
205,76,156,143,114,157,174,108,39,145,98,132,187,163,56,123,163,82,179,123,190,164,174,55,
107,194,62,17,4,147,198,70,129,157,20,84,111,176,166,152,164,74,157,66,176,61,168,179,
214,5,164,206,36,185,106,202,26,142,112,155,105,181,223,208,187,175,125,52,200,183,45,103,
83,220,190,101,101,182,210,118,223,23,113,180,124,17,212,204,121,10,154,74,182,92,161,44,
198,164,146,2,85,227,126,218,57,25,74,116,42,97,106,18,181,222,72,1,117,41,137,127,
91,215,96,140,115,203,23,79,162,136,49,41,75,206,209,80,60,142,49,185,138,204,114,147,
139,4,76,227,214,134,69,221,101,60,151,124,20,150,41,33,31,198,173,10,100,179,107,131,
142,115,176,190,80,11,60,55,144,90,32,2,65,79,15,112,109,186,143,19,14,61,105,114,
12,6,78,194,50,116,88,219,18,215,195,36,50,168,167,129,37,77,27,184,194,43,72,116,
138,49,125,189,106,213,97,167,172,152,25,195,166,154,78,134,116,112,186,138,78,187,102,4,
20,23,108,154,83,201,13,172,32,29,117,152,81,184,61,98,215,32,189,225,157,98,196,177,
42,98,190,32,134,32,90,126,104,83,184,45,101,37,136,97,10,137,132,215,11,204,65,54,
178,95,45,121,212,186,225,190,69,151,6,20,28,131,141,31,170,118,205,215,27,138,89,110,
124,22,45,108,103,177,106,79,221,74,117,195,190,209,29,104,54,215,225,39,123,90,14,218,
26,140,193,135,206,76,228,169,39,23,99,201,200,197,228,126,93,177,99,198,223,53,62,96,
175,130,63,107,6,164,41,170,224,177,191,57,227,220,211,195,216,195,81,5,73,208,42,53,
11,149,163,212,189,15,15,117,136,180,36,102,209,180,211,76,177,11,14,24,175,4,152,223,
21,62,48,38,120,131,17,146,167,209,198,117,228,137,62,120,190,44,207,172,58,132,220,44,
8,188,160,59,99,7,133,150,2,151,209,29,48,136,199,10,56,60,185,115,39,201,172,101,
216,10,66,191,202,70,91,102,121,70,162,130,140,26,89,174,44,119,38,205,122,167,115,206,
227,189,224,174,182,130,146,128,221,22,41,135,82,108,151,96,86,73,78,135,220,81,194,169,
26,25,137,93,70,182,156,123,32,46,202,93,222,23,81,29,70,5,186,98,52,60,189,139,
136,104,214,54,93,87,133,4,199,166,110,70,97,94,129,28,97,96,47,181,188,155,69,191,
142,46,20,115,166,23,213,207,173,198,58,57,83,168,142,113,119,5,228,8,171,204,85,60,
218,225,8,210,175,184,65,74,186,136,37,29,123,162,189,130,106,73,150,25,105,122,98,86,
20,8,176,155,137,216,220,137,64,13,45,128,46,9,16,193,158,168,78,119,104,126,123,76,
96,77,189,137,117,170,134,153,167,194,72,162,71,79,165,179,68,103,227,39,151,29,199,23,
200,172,66,32,172,127,205,66,80,12,133,168,110,175,42,178,27,25,93,134,219,12,209,92,
107,39,206,143,79,170,79,184,46,119,215,34,32,155,177,4,21,28,94,196,99,181,133,208,
149,165,87,52,132,142,223,72,62,10,183,34,160,90,96,117,34,106,211,190,24,103,3,34,
